Sample_ID,source_text,english_translation,Cultural_Context
MID0327, أَكَل العِنَب وأعطَانَا الحُصرُم,He took the lion's share,"A similar proverb: ""He who is first is the one who ate the jujubes."" This proverb means that the one who is first is the one who took the good of something, and only the less valuable remains. The story of the proverb: It is known that the grape harvest season in the Levant is in August. In June, a thief went to steal grapes from a nearby vineyard, when the grapes were unripe, and were still salty in taste. He did not like their taste, and left them for his colleague to pick, who took the raw grapes (the unripe grapes). The next day, when his steal was discovered, he mentioned his colleague and said (He took the grapes and left me the unripe grapes), and this became a popular proverb that is passed down through the generations. This proverb is said when the latecomer finds nothing but leftovers. A similar proverb: ""He left the party without having Hommos."""
MID0328, اذا لَم تَكُن فَارِسًا كُنتَ الفَرِيسَة,Strike the first blow. / DO OR DIE.,"The proverb encourages courage and respect, as there is no place in this world for the submissive who will be coveted by other powers. This proverb applies to our present age; the age of strength, knowledge, values ​​and morals. Messenger of Allah (PBUH) said, ""A strong believer is better and dearer to Allah than a weak one, and both are good""."
MID0329, اِطعَم الفَم تِستَحي العَين,"A bribe works miracles. / A dog will not cry if you beat him with a bone.
","This proverb encourages generosity and liberality, as honoring and celebrating a guest are authentic Arab traits. Of course, returning a favor and acknowledging it are two traits that are the opposite of generosity, as kindness can only be met with kindness. (The eye is ashamed): a person is ashamed and returns the favor. This proverb does not mean seeking to offer a bribe, which is a reprehensible trait that we must not help and prevent because it corrupts peoples and nations, and bribery has never spread in a nation without destroying it and taking it away."
MID0330, الاخرة الك يا فاخرة,He laughs best who laughs last.,"This proverb is used to indicate patience and deliberation, as he who laughs last laughs the most."
MID0331, الجَمَل لو شَاف عوَجَة رقبته ما انعَوَج عن الناس,The pot calling the kettle black.,This proverb is used for someone who describes people based on their faults.
MID0332," الحال من بَعضُه
",We're all in the same boat.,"It is usually used for misfortunes and calamities, or to indicate that the need is the same, and one person cannot help another, as the circumstances are the same, and the one who does not have something cannot give it. This proverb is used for consolation, as everyone is waiting for Allah's mercy and provision."
MID0333, الحِدَايِة ما بتِرمي كتَاكِيت,There's no such thing as a free lunch.,"Al-Heday: The Kite, a type of bird of prey that flies high in the sky. The proverb is from the environment, as the kite lives in rural areas where there are chicks, rabbits and chickens. The proverb means that bad things only come from other bad things, as the kite cannot leave a chick it has kidnapped easily and will rush to eat it or pass it on to its children before it is gone. This proverb is used for someone who gets something and no one can take it from him easily."
MID0334, الخُنِفسَانِة شَافَت ابنَها على الحِيط قالت: يسلَم لِي بَيَاضَك على سَوادِ الحيط.,Beauty is in the eye of the beholder.,"A beetle is a dark black insect that lives at the edges of houses and in the open areas. It can sneak into houses and walk on walls easily. This beetle once saw her little son walking on the wall and she got confused, thinking he was the white one and the whole wall was black. So she said her famous saying. This proverb is used for someone who considers what he does to be the best and right, unlike what others do. It is similar to this proverb: ""No one sees his oil cloudy."""
MID0335,عادة بتغير عادة," Out with the old, in with the new.",It is said to someone who has a bad habit and advises him on how to give it up.
MID0336, بتعَايرُوا والعَار فِيكُو,People in glass houses should not throw stones.,"Jeering: It is to mention a person's faults face to face and in front of his friends, and women usually use this method. A person may Jeer another person for the same thing or shame that exists in him, and this is one of the very vile methods. The poet said: Do not forbid a behavior and then do the same... Shame on you if you do it is great. This proverb is used for someone who Jeers persons for faults he already has."
MID0337, بَدَّلُوا غُزلانها بِقروُدها,A falling master makes a standing servant.,"The gazelle and the monkey are fast and active animals, but there is a big difference between them in appearance. The gazelle is well-known and the monkey is well-known, and when the gazelle is replaced by the monkey, it will be a great loss. This proverb is used when the beautiful is replaced by the ugly."
