Sample_ID,Source_Text_Yo,Target_Text_En,Cultural_Context,Provenance,QA_Flag,Comments
YOR0472,Ọ̀kánjúwà alágbaà ní ńgarùn wo eégún.,It is an insatiable chief of the masqueraders’ cult that stands on tiptoe to watch a performing masquerader.,"It is unseemly to be too greedy, especially when everything is at one’s disposal anyway.",part1.docx,,
YOR0473,"Ọkùnrin kì í ké, akọ igi kì í ṣoje.",A man does not cry; hardwood does not ooze sap.,Fortitude is the mark of a man.,part1.docx,,
YOR0474,Ọlọgbọ́n kan ò ta kókó omi sáṣọ; ọ̀mọ̀ràn kan ò mọ oye erùpẹ̀ ilẹ̀.,No wise man ever ties water in a knot in his cloth; no knowledgeable person can tell the number of grains of sand on the earth.,There are certain feats that are beyond even the most accomplished of men.,part1.docx,,
YOR0475,Ọlọgbọ́n ò tẹ ara ẹ̀ nÍfá; ọ̀mọ̀ràn ò fi ara ẹ̀ joyè; abẹ tó mú ò lè gbẹ́ èkù ara ẹ̀.,The wise person does not consult the Ifá oracle for himself; the knowledgeable person does not install himself as chief; the sharp knife does not carve its own handle.,The strongest and wisest of men still would need the service of other people at some time.,part1.docx,,
YOR0476,Ọmọ àì-jọbẹ̀-rí tí ńja epo sáyà.,A child new to eating stews: he shows himself by dripping palm oil on his chest.,Upstarts will betray themselves by their misuse of their new-found fortune.,part1.docx,,
YOR0477,Ọmọ onílẹ̀ á tẹ̀ ẹ́ jẹ́jẹ́.,The owner of the earth treads gently on it.,"Responsible people do not always do as they can, but behave as is proper.",part1.docx,,
YOR0479,Ọ̀mùtí gbàgbé ìṣẹ́; alákọrí gbàgbé ọ̀la.,The drunkard ignores his misery; the ill-fated person forgets tomorrow.,Irresponsible people often indulge themselves instead of taking care of their pressing problems.,part1.docx,,
YOR0480,Ọ̀nà ọ̀fun ò gba egungun ẹja.,The throat cannot accommodate fish bones.,Everybody and everything have some limitation.,part1.docx,,
YOR0481,"Ọ̀ràn ò dun ọmọ ẹṣin; a mú ìyá ẹ̀ so, ó ńjẹ oko kiri.","Problems make hardly any impression on the foal of a horse; its mother is tied down, but it grazes nonchalantly about.",Said of people who show no concern for the afflictions of those close to them.,part1.docx,,
YOR0482,Ọ̀rọ̀ bọ̀tí-bọ̀tí ò yẹ àgbàlagbà.,Speech like drunken babble does not befit a venerable person. ,Responsible adults should be very careful about what they say.,part1.docx,,
YOR0484,Ọ̀rọ̀ ò dùn lẹ́nu ìyá olè.,Speech is not pleasant in the mouth of the mother of a thief.,There is little a miscreant can say that will impress people.,part1.docx,,
YOR0485,Ọ̀rọ̀ wo ló wà lẹ́nu alaṣọ pípọ́n.,What sort of speech can there be in the mouth of the person whose clothes are brown from dirt?,People with blemishes should keep a low profile.,part1.docx,,
YOR0487,Ọ̀ṣọ́ ọlọ́ṣọ̀ọ́ ò yẹni; ṣòkòtò àgbàbọ̀ ò yẹ ọmọ èèyàn.,One never looks good in other people’s finery; borrowed trousers do not fit the borrower.,One should not be a habitual borrower.,part1.docx,,
YOR0488,Ọwọ́ àìdilẹ̀ ní ńyọ koríko lójú àna ẹ̀.,Idle hands are the ones obliged to remove grass specks from their in-law’s eyes.,People who are unemployed can expect to be asked to perform all sorts of belittling tasks.,part1.docx,,
YOR0489,"Ọ̀wón là ńra ògo, ọ̀pọ̀ là ńra ọ̀bùn, iyekíye là ńra imẹ́lẹ́.","Honor is always bought dear, filthiness cheap, and idleness at an indifferent price.",Nothing is more difficult to come by than honor.,part1.docx,,
YOR0490,Ọ̀yájú-u baálé ní ńpàdé ìbòsí lọ́nà.,It is a reckless homeowner who is met with alarms when he ventures outside.,A patriarch who misbehaves earns disgrace.,part1.docx,,
YOR0491,Pamí-nkú obìnrín ṣorí bẹmbẹ sọ́kọ,A masochistic woman hardens her head against her husband.,Obstinacy only invites harsh punishment.,part1.docx,,
YOR0492,Pátápátá alágbẹ̀dẹ ò ju ilé àrọ lọ.,The most one can expect of the blacksmith is confined to the smithy.,There is a limit to a person’s bragging.,part1.docx,,
YOR0493,Pẹ̀lẹ́ larewà ńrìn; jẹ́jẹ́ lomo ọlọ́jà ńyan.,Carefully is the manner in which a beautiful person walks; gently is the manner in which a prince steps.,Gently and carefully are the best ways to take life.,part1.docx,,
YOR0494,Pẹ̀lẹ́-pẹ̀lẹ́ nijó àgbà; ara gbogbo ló di àkísà tán.,"An elderly person’s manner of dancing must be very gentle, because the whole body has become worn to a rag. ",Elderly people should not overexert themselves.,part1.docx,,
YOR0495,San là ńrìn; ajé ní ḿmúni pá kọ̀rọ̀.,Straight and upright is the way one would walk; it is money that forces one to sneak about.,"When one is in debt, one’s freedom of movement is compromised.",part1.docx,,
YOR0496,Sesere ńdá gọ́ọ́bú; oníkàmẹ́sàn-án ńgbé ṣíbí.,The insignificant thing is attempting an earth-shaking feat; the person with only nine fingers is lifting a spoon.,Said of a person overreaching.,part1.docx,,
YOR0497,"Sún mọ ọ̀hún, sún mọ́ ìhín! Bí a bá kan ògiri ilé-e baba ẹni, ṣe là ńdúró gbọin-gbọin","Move away, move over here! When one moves until one is against the walls of one’s father’s house, one stands steadfast.",There must be a limit to how much one will back down before enemies.,part1.docx,,
YOR0498,Ṣàgbà-ṣàgbà ò níí ṣé àgbà títí láí.,The elderly person who acts his proper part will always be respected as an elder.,"If responsible people wish to be retain other people’s respect, they must always act like elders.",part1.docx,,
YOR0499,"Ṣágo ḿbúgò, ó ló ṣẹnu gbáṣọ́rọ́.","The demijohn insults the bottle, saying the latter has a long snout.",It is silly to pick a blemish one shares as the basis for insulting others; the pot should not call the kettle black.,part1.docx,,
YOR0500,"Ṣàkì ńṣe bí ọ̀rá, egungun ńṣe bí ẹran.",The tripe presents itself as fat; the bone presents itself as meat.,One should not pretend to be what one is not.,part1.docx,,
YOR0501,Ṣáláporẹ́ ò mọ ẹgbẹ́ ẹ̀ nínú omi,Ṣáláporẹ́ [a tiny fish] does not know its peer inside water.,One should know who one’s peers are and not overstep one’s bounds.,part1.docx,,
YOR0502,"Ṣe bóo ti mọ, ẹlẹ́wà-a Ṣàpón.","Moderate your preening and strutting, beautiful woman of [the town of] Ṣàpn. ","Do not overreach, and do not be too full of yourself.",part1.docx,,
YOR0503,“Ta ní mbẹ níbẹ̀?” làgbẹ̀ fi ńsán ìbàntẹ́ wọ̀lú.,Who is there whose opinion matters?’’ is the attitude that makes the farmer come into town dressed only in a loincloth.,People who make a spectacle of themselves show no regard for others.,part1.docx,,
YOR0504,Ta ní ńjájá ní mọ́ṣáláṣí?,What would a dog be doing in a mosque?,Said to tell off people who are not wanted in a company. ,part1.docx,,
YOR0505,Ta ní ńjẹun tájá ńjùrù.,At whose dinner table is the dog wagging its tail?,Said to tell off people who make their presence felt when they should rather make themselves scarce.,part1.docx,,
YOR0506,Tòlótòló mọ ẹni tó ńyìnbọn ìdí sí.,The turkey knows toward whom it farts. ,People must be careful in choosing the people they presume to approach with familiarity.,part1.docx,,
YOR0507,Wèrè èèyàn ní ńwípé irú òun ò sí; irú ẹ̀ẹ́ pọ̀ ó ju ẹgbàágbèje lọ.,Only an imbecile asserts that there is none like him or her; his or her like numbersmore than millions.,No one is incomparable.,part1.docx,,
YOR0508,Tẹ̀tẹ̀ kì í tẹ́.,Spinach is never disgraced.,May one never knowdisgrace.,part1.docx,,
YOR0509,Wón ń pé gbẹ́nàgbẹ́nà ẹyẹ àkókó ńyọjú.,"The call goes out for a carpenter, and the woodpecker presents itself. ",One should not think too much of one’s capabilities.,part1.docx,,
YOR0510,"""Yan àkàrà fún mi wá ká jìjọ jẹ ẹ́"": Àìtó èèyàn-án rán níṣẹ́ ní ńjẹ́ bẹ́ẹ̀.",‘Go buy bean fritters for me so we can eat them together’’: that spells uncertainty about one’s right to send the person ad dressed on an errand.,People in authority should not be tentative in asserting their authority.,part1.docx,,
YOR0511,Yíyẹ́ là ńyẹ́ Òkóró sí tí à ńpè é nígi obì; obì tí ì bá so lórí ẹ̀ ní ńya abidún.,It is only a mark of respect when one calls Òkóró a kola-nut tree; any kola nut that might grow on his head would turn out to be slimy.,People who enjoy the respect of others should not make the mistake of overestimating their importance.,part1.docx,,
YOR0512,"A fọwọ́ mú ajá o lọ, a ṣẹ̀ṣẹ̀ ńfi ìka méjì pè é.",We grab a dog with the hands and it escapes; thereafter we beckon it with two fingers.,"If both hands cannot detain a dog, two fingers from a distance will not bring it back.",part1.docx,,
YOR0513,"A dẹ́bọ fún igúnnugún, ó ní òun kò rú; a dẹ́bọ fún àkàlà, ó ní òun kò rú; a dẹ́bọ fún ẹyẹlé, ẹyẹlé gbẹ́bọ, ó rúbọ.","A sacrifice was prescribed for the vulture, but it refused to sacrifice; a sacrifice was prescribed for the ground hornbill, but it declined to sacrifice; a sacrifice was prescribed for the pigeon, and it gathered the prescribed materials and made the sacrif ice.","The vulture and the ground hornbill were unfortunate in comparison with the pigeon, because they did not carry out the prescribed sacrifice",part1.docx,,
YOR0514,A fún ọ lọ́ bẹ̀ o tami si; o gbọ́n ju ọlọ́bẹ̀ lọ.,You are given some stew and you add water; you must be wiser than the cook.,Adding water is a means of stretching stew. A person who thus stretches the stew he or she is given would seem to know better than the person who served it how much would suffice for the meal.,part1.docx,,
YOR0515,A kì í bọ́ sínú omi tán ká máa sá fún òtútù.,One does not enter into the water and then run from the cold.,Precautions are useful only before the event.,part1.docx,,
YOR0516,A kì í dá aró nÍṣokùn; àlà là ńlò.,One does not engage in a dyeing trade in Ìṣokùn; people there wear only white.,"Wherever one might be, one should respect the manners and habits of the place.",part1.docx,,
YOR0517,A kì í dá ẹrù ikùn pa orí.,One does not weigh the head down with a load that belongs to the belly.,Responsibilities should rest where they belong.,part1.docx,,
YOR0518,A kì í du orí olórí kí àwòdì gbé tẹni lọ.,One does not fight to save another person’s head only to have a kite carry one’s own away.,One should not save others at the cost of one’s own safety.,part1.docx,,
YOR0519,A kì í duni lóyè ká fọ̀nà ilé-e Baálẹ̀ hanni.,One does not compete with another for a chieftaincy title and also show the competitor the way to the king’s house.,"A person should be treated either as an adversary or as an ally, not as both.",part1.docx,,
YOR0520,A kì í fá orí lẹ́hìn olórí.,One does not shave a head in the absence of the owner.,One does not settle a matter in the absence of the person most concerned.,part1.docx,,
YOR0521,A kì í fi àgbà sílẹ̀ sin àgbà.,One does not leave one elder sitting to walk another elder part of his way.,One should not slight one person in order to humor another.,part1.docx,,
YOR0522,A kì í fi àì-mọ̀-wẹ̀ mòòkùn.,One does not dive under water without knowing how to swim.,Never engage in a project for which you lack the requisite skills.,part1.docx,,
YOR0523,A kì í fi ara ẹni ṣe oògùn àlọ̀kúnná.,One does not use oneself as an ingredient in a medicine requiring that the ingredients be pulverized.,Self-preservation is a compulsory project for all.,part1.docx,,
YOR0524,A kì í fi aṣọ ṣèdìdí yọwó.,One does not leave cloth in a bundle while bargaining over it.,It is wise to know what one is negotiating to buy.,part1.docx,,
YOR0525,A kì í fi ejò sórí òrùlé sùn.,One does not go to bed while a snake is on the roof.,Never let down your guard while danger still lurks.,part1.docx,,
YOR0526,A kì í fi ẹ̀jẹ̀ ìbálé pa tírà; alákoto ò bí abo ọmọ.,"One does not smear blood [from a woman’s deflowering] on a Muslim charm; a devirgined woman does not give birth to a ""female"" child.",One must not do the forbidden if one does not expect trouble,part1.docx,,
YOR0527,A kì í fi ẹran ikún gbọn ti àgbọ̀nrín nù.,One does not brush off antelope meat with squirrel meat.,Never prefer something of little value to something of great value.,part1.docx,,
YOR0528,A kì í fi ẹ̀tẹ́ sílẹ̀ pa làpálàpá.,One does not ignore leprosy to treat a rash.,More serious problems deserve more im mediate attention.,part1.docx,,
YOR0529,A kì í fi idà pa ìgbín.,One does not use a sword to kill a snail.,Remedies should be commensurate with the problem.,part1.docx,,
YOR0530,A kì í fi ìgbín sọ́kò sórìṣà.,One does not throw a snail at a god.,"vice to the worthy should be performed with decorum, not with insult.",part1.docx,,
YOR0531,A kì í fi iná sórí òrùlé sùn.,One does not go to bed while there is a fire on one’s roof.,Better take care of problems before relaxing.,part1.docx,,
YOR0532,A kì í fi ìtìjú kárùn.,One does not because of shyness expose oneself to a disease.,Never be too shy to speak out on your own behalf.,part1.docx,,
YOR0533,A kì í fi ìyá ẹní dákú ṣeré.,One does not as a joke say one’s mother has collapsed.,Never trifle with serious matters.,part1.docx,,
